SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP02,G6,P12,11-10-2021 00:00,6937,61,290
SP13,G6,P12,03-12-2021 00:00,2009,7,84
SP22,G6,P08,11-06-2021 00:00,2163,106,155
SP13,G6,P06,08-01-2021 00:00,2163,21,128
SP02,G6,P21,24-02-2022 00:00,6272,155,448
SP19,G6,P17,01-04-2021 00:00,3990,83,307
SP24,G6,P20,09-11-2021 00:00,16877,218,1055
SP03,G6,P22,29-11-2021 00:00,3591,38,164
SP19,G6,P18,09-02-2021 00:00,987,25,99
SP22,G6,P02,10-06-2021 00:00,2247,258,94
SP25,G6,P19,22-02-2022 00:00,10150,61,484
SP07,G6,P07,22-06-2021 00:00,3885,49,162
SP16,G6,P12,12-08-2021 00:00,903,507,40
SP09,G6,P22,23-11-2021 00:00,14560,57,662
SP01,G6,P14,03-03-2021 00:00,539,58,77
SP23,G6,P20,01-02-2021 00:00,13930,97,871
SP02,G6,P16,19-02-2021 00:00,5635,51,627
SP10,G6,P04,11-01-2021 00:00,11354,18,668
SP04,G6,P06,31-05-2021 00:00,12103,134,807
SP21,G6,P01,12-10-2021 00:00,6629,397,737
SP18,G6,P20,20-01-2022 00:00,9723,442,541
SP04,G6,P02,14-12-2021 00:00,11669,246,487
SP03,G6,P02,27-10-2021 00:00,3682,413,142
SP09,G6,P19,19-08-2021 00:00,4081,327,178
SP21,G6,P13,29-03-2021 00:00,4977,197,237
SP01,G6,P16,08-04-2021 00:00,2821,121,353
SP04,G6,P07,19-08-2021 00:00,7987,104,333
SP17,G6,P20,26-11-2021 00:00,2639,181,165
SP07,G6,P08,20-08-2021 00:00,9786,270,816
SP10,G6,P06,23-03-2021 00:00,4200,146,248
SP07,G6,P21,15-12-2021 00:00,1659,246,104
SP06,G6,P14,02-07-2021 00:00,11018,202,1574
SP14,G6,P22,01-09-2021 00:00,7511,39,342
SP08,G6,P08,17-02-2022 00:00,5166,193,431
SP25,G6,P06,01-02-2021 00:00,11970,181,798
SP03,G6,P01,28-10-2021 00:00,5292,285,530
SP14,G6,P03,19-04-2021 00:00,10171,175,925
SP18,G6,P21,15-02-2021 00:00,1757,93,110
SP15,G6,P11,16-02-2021 00:00,9695,108,485
SP06,G6,P01,03-11-2021 00:00,1988,212,199
SP04,G6,P11,26-08-2021 00:00,5845,113,293
SP23,G6,P11,22-09-2021 00:00,6930,124,330
SP16,G6,P14,16-02-2021 00:00,854,135,95
SP15,G6,P08,11-03-2021 00:00,1463,130,133
SP02,G6,P19,10-03-2021 00:00,21406,258,892
SP23,G6,P05,20-01-2022 00:00,1477,129,87
SP22,G6,P15,25-06-2021 00:00,10514,473,439
SP12,G6,P14,02-02-2021 00:00,1456,111,182
SP05,G6,P16,20-01-2021 00:00,4249,310,473
SP11,G6,P09,25-03-2021 00:00,2254,242,226
SP18,G6,P04,29-11-2021 00:00,8176,5,455
SP01,G6,P09,19-01-2022 00:00,1792,445,180
SP07,G6,P12,06-05-2021 00:00,11837,113,515
SP11,G6,P19,19-10-2021 00:00,2807,263,123
SP06,G6,P04,21-05-2021 00:00,5936,195,396
SP20,G6,P16,10-11-2021 00:00,2149,132,269
SP07,G6,P22,19-10-2021 00:00,6552,23,285
SP04,G6,P10,12-03-2021 00:00,5187,9,289
SP13,G6,P20,13-10-2021 00:00,6664,227,392
SP06,G6,P03,22-02-2021 00:00,4284,36,357
SP11,G6,P03,08-11-2021 00:00,11529,15,824
SP15,G6,P06,28-04-2021 00:00,9520,85,635
SP09,G6,P20,11-11-2021 00:00,21,63,2
SP09,G6,P10,25-03-2021 00:00,2366,229,125
SP11,G6,P16,14-01-2022 00:00,973,34,122
SP25,G6,P22,18-03-2022 00:00,2051,248,94
SP14,G6,P16,10-03-2021 00:00,7448,9,1242
SP08,G6,P15,28-02-2022 00:00,4179,124,155
SP21,G6,P21,28-03-2022 00:00,3794,109,253
SP19,G6,P01,16-03-2021 00:00,4144,131,377
SP03,G6,P08,24-09-2021 00:00,5649,129,435
SP01,G6,P05,17-08-2021 00:00,5355,35,298
SP09,G6,P07,09-09-2021 00:00,4746,270,198
SP05,G6,P04,07-02-2022 00:00,7245,144,403
SP14,G6,P01,01-03-2022 00:00,2786,99,310
SP18,G6,P16,28-10-2021 00:00,378,119,48
SP18,G6,P11,12-11-2021 00:00,2268,112,120
SP07,G6,P09,22-04-2021 00:00,11382,57,1035
SP09,G6,P14,31-05-2021 00:00,5859,205,586
SP02,G6,P10,12-04-2021 00:00,6832,18,380
SP08,G6,P10,31-12-2021 00:00,2891,58,161
SP19,G6,P16,23-02-2022 00:00,168,344,19
SP01,G6,P08,29-03-2022 00:00,420,247,35
SP15,G6,P03,27-05-2021 00:00,154,96,11
SP19,G6,P04,14-01-2021 00:00,11123,218,655
SP03,G6,P14,02-06-2021 00:00,13083,253,1309
SP03,G6,P06,18-10-2021 00:00,4851,93,324
SP11,G6,P22,03-02-2021 00:00,9954,20,415
SP08,G6,P12,22-04-2021 00:00,1386,70,58
SP19,G6,P05,28-12-2021 00:00,889,7,47
SP17,G6,P14,14-09-2021 00:00,10220,124,1022
SP05,G6,P21,14-09-2021 00:00,4627,142,290
SP23,G6,P07,13-01-2021 00:00,5971,71,260
SP22,G6,P10,16-04-2021 00:00,1344,147,80
SP25,G6,P08,20-05-2021 00:00,12404,211,955
SP25,G6,P20,23-04-2021 00:00,1211,241,76
SP24,G6,P18,01-09-2021 00:00,2926,165,293
SP03,G6,P15,22-10-2021 00:00,16870,671,703
SP13,G6,P14,04-02-2021 00:00,5264,187,752
SP07,G6,P17,22-02-2021 00:00,4928,62,493
SP19,G6,P21,19-04-2021 00:00,3311,155,255
SP20,G6,P19,01-03-2021 00:00,4305,126,180
SP13,G6,P02,30-03-2022 00:00,315,88,14
SP15,G6,P01,01-02-2022 00:00,1232,52,137
SP23,G6,P22,24-09-2021 00:00,6391,458,267
SP17,G6,P19,29-01-2021 00:00,8540,131,372
SP21,G6,P16,14-01-2022 00:00,7007,161,876
SP04,G6,P16,17-05-2021 00:00,5404,160,772
SP06,G6,P07,29-09-2021 00:00,6223,39,249
SP21,G6,P11,24-03-2022 00:00,7588,447,380
SP21,G6,P18,11-08-2021 00:00,119,113,17
SP18,G6,P15,30-06-2021 00:00,2639,236,106
SP03,G6,P10,18-11-2021 00:00,14840,192,742
SP17,G6,P04,16-08-2021 00:00,5817,179,324
SP13,G6,P07,10-06-2021 00:00,4445,69,186
SP14,G6,P18,24-05-2021 00:00,13888,346,1544
SP03,G6,P17,01-03-2022 00:00,6398,329,582
SP21,G6,P20,04-06-2021 00:00,14497,186,907
SP24,G6,P10,08-06-2021 00:00,2513,48,140
SP23,G6,P03,07-09-2021 00:00,1785,8,128
SP12,G6,P08,26-04-2021 00:00,10360,31,942
SP04,G6,P03,10-03-2022 00:00,2254,100,174
SP12,G6,P01,18-01-2022 00:00,4879,9,326
SP22,G6,P17,04-01-2022 00:00,2072,32,173
SP22,G6,P18,28-03-2022 00:00,7035,605,542
SP18,G6,P14,25-01-2022 00:00,1708,243,72
SP19,G6,P12,24-01-2022 00:00,3339,338,152
SP24,G6,P15,28-03-2022 00:00,1449,552,63
SP03,G6,P18,22-03-2022 00:00,6762,76,451
SP01,G6,P19,04-03-2022 00:00,3122,69,284
SP23,G6,P02,25-02-2022 00:00,7098,90,710
SP01,G6,P01,28-01-2022 00:00,1057,367,71
SP03,G6,P04,25-03-2022 00:00,14483,103,805
SP18,G6,P08,02-02-2022 00:00,3346,134,239
SP08,G6,P09,20-01-2022 00:00,6944,86,290
SP21,G6,P03,28-01-2022 00:00,1211,481,58
SP18,G6,P01,21-03-2022 00:00,6020,100,402
SP21,G6,P15,03-01-2022 00:00,4599,435,210
SP05,G6,P01,24-02-2022 00:00,5089,41,300
SP22,G6,P16,03-03-2022 00:00,8232,162,1029
SP02,G6,P05,18-03-2022 00:00,3759,9,314
SP24,G6,P13,04-03-2022 00:00,679,204,76
SP09,G6,P11,31-01-2022 00:00,3465,214,165
SP16,G6,P17,24-01-2022 00:00,7987,11,666
SP22,G6,P13,16-02-2022 00:00,2520,25,360
SP20,G6,P09,01-02-2022 00:00,9464,154,431
SP17,G6,P11,23-03-2022 00:00,112,130,6
SP01,G6,P11,09-03-2022 00:00,7203,31,380
SP06,G6,P05,23-02-2022 00:00,3815,407,318
SP03,G6,P20,22-03-2022 00:00,2541,276,134
SP15,G6,P22,05-01-2022 00:00,5656,61,808
SP13,G6,P05,18-03-2022 00:00,7084,14,644
SP22,G6,P11,06-01-2022 00:00,770,86,39
SP05,G6,P11,31-01-2022 00:00,16996,394,895
SP09,G6,P16,23-02-2022 00:00,2198,301,314
SP18,G6,P18,26-01-2022 00:00,11151,193,744
SP03,G6,P03,14-02-2022 00:00,11102,47,483
SP20,G6,P01,08-03-2022 00:00,91,235,7
SP17,G6,P03,23-02-2022 00:00,4613,168,220
SP09,G6,P01,20-01-2022 00:00,11830,211,696
SP08,G6,P13,07-01-2022 00:00,11928,432,1704
SP05,G6,P17,25-02-2022 00:00,7252,29,605
SP06,G6,P06,28-03-2022 00:00,9485,107,1355
SP20,G6,P06,14-01-2022 00:00,3997,264,800
SP06,G6,P15,16-02-2022 00:00,2933,125,123
SP03,G6,P09,28-01-2022 00:00,5348,251,223
SP21,G6,P07,12-01-2022 00:00,847,127,71
SP22,G6,P03,23-03-2022 00:00,6762,112,322
SP12,G6,P09,07-02-2022 00:00,2198,162,100
SP21,G6,P05,12-01-2022 00:00,16107,240,1343
SP05,G6,P06,21-01-2022 00:00,420,25,84
SP04,G6,P18,28-02-2022 00:00,6370,319,455
SP17,G6,P13,18-03-2022 00:00,6475,254,720
SP02,G6,P11,30-03-2022 00:00,11893,27,595
SP25,G6,P07,01-02-2022 00:00,10556,261,812
SP02,G6,P02,14-03-2022 00:00,3213,47,293
SP11,G6,P15,28-01-2022 00:00,7406,215,309
SP25,G6,P03,19-01-2022 00:00,3486,378,152
SP24,G6,P16,31-01-2022 00:00,6454,101,922
SP18,G6,P06,18-03-2022 00:00,13622,120,2725
SP06,G6,P22,18-02-2022 00:00,1001,275,126
SP13,G6,P10,01-02-2022 00:00,2765,269,126
SP24,G6,P19,22-03-2022 00:00,7133,105,549
SP17,G6,P22,20-01-2022 00:00,9520,30,1360
SP11,G6,P13,22-02-2022 00:00,5089,247,566
SP17,G6,P02,23-02-2022 00:00,2912,164,243
SP04,G6,P04,07-03-2022 00:00,7217,213,425
SP25,G6,P01,24-02-2022 00:00,9023,276,602
SP08,G6,P22,25-02-2022 00:00,6097,109,1017
SP14,G6,P21,25-01-2022 00:00,6356,60,908
SP25,G6,P18,03-02-2022 00:00,11424,62,762
SP17,G6,P10,22-03-2022 00:00,12215,98,556
SP25,G6,P12,15-03-2022 00:00,10857,44,473
SP24,G6,P01,25-02-2022 00:00,2730,513,171
SP12,G6,P11,17-01-2022 00:00,7203,157,380
SP10,G6,P02,22-03-2022 00:00,2870,189,240
SP21,G6,P12,07-02-2022 00:00,9786,276,466
SP16,G6,P18,28-01-2022 00:00,3437,258,230
SP17,G6,P06,21-01-2022 00:00,1659,193,332
SP25,G6,P14,02-02-2022 00:00,7455,183,299
SP21,G6,P14,28-03-2022 00:00,6048,33,252
SP15,G6,P02,22-02-2022 00:00,1512,386,138
SP25,G6,P09,09-03-2022 00:00,5390,29,225
SP14,G5,P16,01-01-2021 00:00,1036,370,37
SP10,G5,P17,01-01-2021 00:00,4039,536,176
SP17,G5,P13,05-01-2021 00:00,9730,361,573
SP09,G5,P09,06-01-2021 00:00,539,10,77
SP09,G5,P13,07-01-2021 00:00,5467,109,288
SP22,G5,P09,08-01-2021 00:00,3570,61,325
SP05,G5,P04,08-01-2021 00:00,364,14,21
SP19,G5,P14,08-01-2021 00:00,6496,15,406
SP08,G5,P07,08-01-2021 00:00,6419,359,257
SP01,G5,P01,11-01-2021 00:00,7238,67,315
SP08,G5,P19,12-01-2021 00:00,4235,76,283
SP16,G5,P05,14-01-2021 00:00,3598,365,257
SP20,G5,P12,14-01-2021 00:00,14574,86,810
SP04,G5,P04,18-01-2021 00:00,1428,55,76
SP19,G5,P07,18-01-2021 00:00,2646,150,116
SP24,G5,P04,18-01-2021 00:00,945,298,50
SP06,G5,P15,19-01-2021 00:00,742,80,53
SP17,G5,P01,21-01-2021 00:00,2408,106,90
SP08,G5,P03,21-01-2021 00:00,280,408,17
SP07,G5,P21,21-01-2021 00:00,2191,65,110
SP18,G5,P08,21-01-2021 00:00,742,264,31
SP05,G5,P14,22-01-2021 00:00,12047,295,927
SP24,G5,P02,22-01-2021 00:00,8386,194,599
SP09,G5,P08,25-01-2021 00:00,1841,164,88
SP20,G5,P21,25-01-2021 00:00,6342,115,374
SP06,G5,P03,25-01-2021 00:00,3052,357,180
SP20,G5,P07,26-01-2021 00:00,6034,229,263
SP06,G5,P04,27-01-2021 00:00,7686,72,549
SP07,G5,P20,27-01-2021 00:00,4991,137,357
SP15,G5,P18,27-01-2021 00:00,10199,497,408
SP08,G5,P18,28-01-2021 00:00,3087,300,115
SP18,G5,P14,29-01-2021 00:00,5558,219,348
SP21,G5,P15,01-02-2021 00:00,3290,75,329
SP11,G5,P16,01-02-2021 00:00,6545,86,212
SP10,G5,P11,02-02-2021 00:00,7952,221,249
SP13,G5,P06,02-02-2021 00:00,4753,133,265
SP12,G5,P20,04-02-2021 00:00,2037,272,128
SP17,G5,P22,08-02-2021 00:00,2345,435,107
SP23,G5,P02,08-02-2021 00:00,2086,90,261
SP04,G5,P22,08-02-2021 00:00,2751,133,120
SP16,G5,P21,09-02-2021 00:00,2919,147,172
SP21,G5,P11,09-02-2021 00:00,13188,215,440
SP11,G5,P04,09-02-2021 00:00,4998,182,294
SP22,G5,P19,10-02-2021 00:00,11823,52,986
SP17,G5,P17,10-02-2021 00:00,14917,289,533
SP19,G5,P18,15-02-2021 00:00,686,187,25
SP05,G5,P08,17-02-2021 00:00,5446,425,273
SP07,G5,P02,17-02-2021 00:00,861,262,62
SP17,G5,P20,17-02-2021 00:00,5894,592,281
SP05,G5,P07,17-02-2021 00:00,2793,93,127
SP02,G5,P17,18-02-2021 00:00,13685,39,571
SP17,G5,P21,18-02-2021 00:00,7672,112,452
SP03,G5,P08,18-02-2021 00:00,10878,329,573
SP02,G5,P02,18-02-2021 00:00,12572,94,1397
SP19,G5,P02,18-02-2021 00:00,1575,90,105
SP25,G5,P20,19-02-2021 00:00,5278,242,406
SP16,G5,P14,19-02-2021 00:00,4816,100,301
SP17,G5,P19,19-02-2021 00:00,1099,139,92
SP02,G5,P15,22-02-2021 00:00,364,177,31
SP15,G5,P22,22-02-2021 00:00,5082,164,231
SP12,G5,P17,22-02-2021 00:00,847,263,30
SP20,G5,P15,23-02-2021 00:00,2800,78,234
SP11,G5,P12,23-02-2021 00:00,315,5,21
SP22,G5,P12,24-02-2021 00:00,1519,132,90
SP11,G5,P08,24-02-2021 00:00,10941,182,521
SP24,G5,P10,25-02-2021 00:00,4319,56,155
SP20,G5,P11,25-02-2021 00:00,2632,39,106
SP20,G5,P09,25-02-2021 00:00,3591,73,360
SP24,G5,P14,25-02-2021 00:00,3605,347,258
SP24,G5,P19,25-02-2021 00:00,602,238,41
SP22,G5,P03,26-02-2021 00:00,2968,215,142
SP17,G5,P12,26-02-2021 00:00,2947,103,197
SP22,G5,P04,01-03-2021 00:00,5397,66,300
SP02,G5,P18,01-03-2021 00:00,476,86,18
SP24,G5,P17,02-03-2021 00:00,2898,17,126
SP16,G5,P04,02-03-2021 00:00,2016,177,107
SP19,G5,P15,03-03-2021 00:00,11123,189,1391
SP14,G5,P01,03-03-2021 00:00,420,43,15
SP07,G5,P06,03-03-2021 00:00,994,92,63
SP12,G5,P16,04-03-2021 00:00,6545,276,219
SP04,G5,P15,04-03-2021 00:00,14336,50,1304
SP17,G5,P11,04-03-2021 00:00,5551,176,199
SP11,G5,P18,05-03-2021 00:00,308,74,10
SP03,G5,P18,08-03-2021 00:00,4802,330,185
SP15,G5,P17,08-03-2021 00:00,7084,193,322
SP19,G5,P19,08-03-2021 00:00,3591,455,257
SP02,G5,P07,08-03-2021 00:00,1778,52,66
SP13,G5,P13,08-03-2021 00:00,2408,288,115
SP24,G5,P03,09-03-2021 00:00,7301,39,457
SP09,G5,P03,09-03-2021 00:00,553,105,27
SP15,G5,P09,10-03-2021 00:00,10262,168,856
SP23,G5,P20,11-03-2021 00:00,7973,80,614
SP02,G5,P08,11-03-2021 00:00,1358,204,76
SP25,G5,P03,11-03-2021 00:00,10472,107,456
SP23,G5,P07,12-03-2021 00:00,385,227,16
SP03,G5,P07,12-03-2021 00:00,2891,205,108
SP21,G5,P12,15-03-2021 00:00,8862,152,522
SP20,G5,P18,16-03-2021 00:00,518,223,21
SP15,G5,P05,16-03-2021 00:00,4018,34,192
SP09,G5,P21,18-03-2021 00:00,1078,41,57
SP25,G5,P15,22-03-2021 00:00,2856,138,179
SP01,G5,P12,23-03-2021 00:00,13237,374,1019
SP10,G5,P05,24-03-2021 00:00,861,80,46
SP07,G5,P17,24-03-2021 00:00,11956,282,544
SP09,G5,P10,24-03-2021 00:00,7896,83,304
SP08,G5,P04,24-03-2021 00:00,3024,240,178
SP19,G5,P17,25-03-2021 00:00,2471,174,103
SP01,G5,P07,25-03-2021 00:00,3031,49,117
SP03,G5,P17,25-03-2021 00:00,329,130,14
SP15,G5,P10,26-03-2021 00:00,4242,324,152
SP12,G5,P08,26-03-2021 00:00,168,281,9
SP13,G5,P08,26-03-2021 00:00,6272,133,299
SP21,G5,P08,26-03-2021 00:00,9324,171,583
SP18,G5,P05,29-03-2021 00:00,6132,183,307
SP07,G5,P11,29-03-2021 00:00,12103,88,485
SP03,G5,P10,30-03-2021 00:00,12985,279,619
SP06,G5,P06,30-03-2021 00:00,1281,275,99
SP22,G5,P16,30-03-2021 00:00,13475,119,539
SP20,G5,P19,31-03-2021 00:00,10703,21,1071
SP03,G5,P21,31-03-2021 00:00,7917,115,360
SP02,G5,P06,31-03-2021 00:00,259,116,17
SP07,G5,P13,01-04-2021 00:00,3598,17,157
SP04,G5,P06,01-04-2021 00:00,10528,21,555
SP05,G5,P01,02-04-2021 00:00,8001,4,348
SP05,G5,P11,02-04-2021 00:00,6944,2,278
SP11,G5,P13,05-04-2021 00:00,12908,182,562
SP13,G5,P16,07-04-2021 00:00,2100,147,68
SP20,G5,P10,07-04-2021 00:00,2555,156,112
SP18,G5,P15,07-04-2021 00:00,11004,175,1223
SP02,G5,P21,08-04-2021 00:00,11578,63,552
SP16,G5,P15,08-04-2021 00:00,9548,17,682
SP12,G5,P11,08-04-2021 00:00,77,133,3
SP05,G5,P13,09-04-2021 00:00,4193,79,200
SP08,G5,P08,09-04-2021 00:00,12215,120,764
SP01,G5,P16,13-04-2021 00:00,5649,97,202
SP04,G5,P16,13-04-2021 00:00,2247,351,87
SP12,G5,P22,14-04-2021 00:00,2345,70,112
SP01,G5,P02,14-04-2021 00:00,18473,6,2053
SP02,G5,P04,15-04-2021 00:00,8463,284,385
SP02,G5,P01,15-04-2021 00:00,868,78,37
SP23,G5,P12,16-04-2021 00:00,1638,106,97
SP14,G5,P14,16-04-2021 00:00,9387,181,626
SP22,G5,P08,19-04-2021 00:00,13090,133,770
SP15,G5,P07,19-04-2021 00:00,11928,159,459
SP09,G5,P11,19-04-2021 00:00,4634,244,145
SP09,G5,P20,19-04-2021 00:00,4557,20,269
SP01,G5,P03,19-04-2021 00:00,2751,128,138
SP18,G5,P19,19-04-2021 00:00,10906,8,779
SP18,G5,P04,20-04-2021 00:00,8169,142,454
SP13,G5,P05,20-04-2021 00:00,8785,280,586
SP18,G5,P22,20-04-2021 00:00,9282,188,387
SP19,G5,P13,21-04-2021 00:00,8680,429,362
SP16,G5,P19,21-04-2021 00:00,616,30,42
SP20,G5,P03,22-04-2021 00:00,7308,171,488
SP04,G5,P21,23-04-2021 00:00,525,166,24
SP21,G5,P06,23-04-2021 00:00,427,428,23
SP03,G5,P11,26-04-2021 00:00,2359,284,91
SP09,G5,P18,27-04-2021 00:00,3808,376,142
SP01,G5,P11,27-04-2021 00:00,4865,94,174
SP17,G5,P08,27-04-2021 00:00,2443,379,102
SP12,G5,P12,29-04-2021 00:00,20993,411,1235
SP01,G5,P18,29-04-2021 00:00,2534,159,80
SP07,G5,P18,30-04-2021 00:00,5180,32,192
SP09,G5,P15,30-04-2021 00:00,12838,241,803
SP08,G5,P22,30-04-2021 00:00,3031,263,127
SP01,G5,P20,30-04-2021 00:00,10990,152,785
SP03,G5,P01,30-04-2021 00:00,1085,196,41
SP03,G5,P15,30-04-2021 00:00,3052,22,191
SP10,G5,P01,03-05-2021 00:00,4214,148,151
SP11,G5,P19,03-05-2021 00:00,3178,42,245
SP13,G5,P19,03-05-2021 00:00,3066,194,384
SP06,G5,P05,03-05-2021 00:00,5943,285,372
SP24,G5,P20,03-05-2021 00:00,2905,341,224
SP10,G5,P07,04-05-2021 00:00,3213,142,111
SP13,G5,P02,05-05-2021 00:00,2002,378,126
SP14,G5,P03,05-05-2021 00:00,3024,153,144
SP18,G5,P20,05-05-2021 00:00,4774,344,299
SP23,G5,P03,06-05-2021 00:00,10024,32,627
SP12,G5,P09,07-05-2021 00:00,1358,90,170
SP19,G5,P05,07-05-2021 00:00,4291,469,253
SP21,G5,P07,07-05-2021 00:00,4550,65,198
SP02,G5,P05,07-05-2021 00:00,294,354,17
SP13,G5,P14,10-05-2021 00:00,10710,56,670
SP25,G5,P17,11-05-2021 00:00,1750,49,65
SP25,G5,P18,11-05-2021 00:00,2702,12,82
SP15,G5,P14,12-05-2021 00:00,7420,234,619
SP04,G5,P14,13-05-2021 00:00,11613,32,726
SP15,G5,P04,13-05-2021 00:00,455,180,23
SP21,G5,P04,14-05-2021 00:00,5544,392,370
SP11,G5,P07,14-05-2021 00:00,19579,327,676
SP23,G5,P09,14-05-2021 00:00,3080,216,237
SP01,G5,P09,14-05-2021 00:00,9016,169,752
SP19,G5,P22,17-05-2021 00:00,5026,33,240
SP20,G5,P22,17-05-2021 00:00,5208,249,248
SP06,G5,P16,17-05-2021 00:00,7777,77,289
SP21,G5,P14,18-05-2021 00:00,5285,24,441
SP03,G5,P19,18-05-2021 00:00,5040,144,336
SP08,G5,P16,19-05-2021 00:00,868,351,33
SP07,G5,P12,19-05-2021 00:00,12754,151,751
SP12,G5,P18,19-05-2021 00:00,10486,175,328
SP20,G5,P14,20-05-2021 00:00,9079,167,535
SP06,G5,P11,21-05-2021 00:00,3962,198,133
SP25,G5,P08,21-05-2021 00:00,7084,4,394
SP23,G5,P18,21-05-2021 00:00,18942,357,702
SP08,G5,P05,21-05-2021 00:00,10465,185,524
SP14,G5,P10,24-05-2021 00:00,9226,541,330
SP21,G5,P02,24-05-2021 00:00,1638,282,103
SP06,G5,P13,24-05-2021 00:00,903,49,43
SP10,G5,P20,25-05-2021 00:00,6944,178,366
SP10,G5,P16,27-05-2021 00:00,8337,14,288
SP24,G5,P09,27-05-2021 00:00,4522,42,566
SP23,G5,P17,28-05-2021 00:00,3311,92,128
SP08,G5,P11,28-05-2021 00:00,10850,226,402
SP04,G5,P10,31-05-2021 00:00,9436,64,350
SP17,G5,P03,31-05-2021 00:00,7588,68,330
SP23,G5,P04,31-05-2021 00:00,602,118,28
SP18,G5,P03,31-05-2021 00:00,3528,267,221
SP08,G5,P21,02-06-2021 00:00,13545,293,903
SP11,G5,P09,02-06-2021 00:00,4081,717,511
SP24,G5,P07,02-06-2021 00:00,511,88,18
SP17,G5,P16,02-06-2021 00:00,9814,138,317
SP05,G5,P12,03-06-2021 00:00,10570,82,814
SP03,G5,P22,03-06-2021 00:00,13601,78,567
SP07,G5,P03,03-06-2021 00:00,7154,162,398
SP17,G5,P09,03-06-2021 00:00,532,324,67
SP02,G5,P11,08-06-2021 00:00,2569,401,86
SP18,G5,P18,09-06-2021 00:00,819,277,28
SP05,G5,P19,09-06-2021 00:00,1596,176,200
SP09,G5,P05,10-06-2021 00:00,8834,149,631
SP13,G5,P17,11-06-2021 00:00,4935,141,183
SP18,G5,P16,11-06-2021 00:00,973,258,39
SP04,G5,P17,14-06-2021 00:00,6202,75,222
SP22,G5,P15,14-06-2021 00:00,4494,297,300
SP15,G5,P01,14-06-2021 00:00,4760,249,154
SP01,G5,P08,15-06-2021 00:00,9247,527,487
SP16,G5,P18,16-06-2021 00:00,5670,57,189
SP23,G5,P21,17-06-2021 00:00,8029,35,473
SP08,G5,P10,17-06-2021 00:00,2002,96,72
SP01,G5,P05,17-06-2021 00:00,1554,49,120
SP23,G5,P05,17-06-2021 00:00,2415,25,128
SP21,G5,P21,17-06-2021 00:00,11844,132,790
SP09,G5,P22,17-06-2021 00:00,7294,174,348
SP19,G5,P10,17-06-2021 00:00,5516,228,205
SP04,G5,P19,18-06-2021 00:00,4795,76,320
SP05,G5,P09,18-06-2021 00:00,7392,53,822
SP09,G5,P02,22-06-2021 00:00,2940,46,294
SP14,G5,P22,22-06-2021 00:00,12880,195,644
SP21,G5,P10,24-06-2021 00:00,4648,147,194
SP16,G5,P17,24-06-2021 00:00,483,595,20
SP20,G5,P04,25-06-2021 00:00,12180,68,609
SP02,G5,P10,25-06-2021 00:00,2716,240,105
SP22,G5,P02,25-06-2021 00:00,3241,232,325
SP17,G5,P18,25-06-2021 00:00,420,52,14
SP24,G5,P05,28-06-2021 00:00,3871,107,204
SP05,G5,P22,28-06-2021 00:00,1120,301,44
SP09,G5,P19,28-06-2021 00:00,7574,99,583
SP07,G5,P14,28-06-2021 00:00,4137,34,345
SP12,G5,P06,29-06-2021 00:00,2408,232,172
SP15,G5,P02,01-07-2021 00:00,1995,212,167
SP01,G5,P13,02-07-2021 00:00,5474,83,274
SP20,G5,P06,05-07-2021 00:00,3311,215,195
SP20,G5,P13,05-07-2021 00:00,6979,36,349
SP08,G5,P06,06-07-2021 00:00,13867,155,730
SP24,G5,P06,07-07-2021 00:00,12593,37,969
SP13,G5,P12,07-07-2021 00:00,4368,51,398
SP10,G5,P22,08-07-2021 00:00,7581,171,304
SP21,G5,P22,08-07-2021 00:00,1113,82,51
SP12,G5,P02,12-07-2021 00:00,7091,92,546
SP07,G5,P19,12-07-2021 00:00,7763,351,555
SP08,G5,P02,13-07-2021 00:00,2296,122,154
SP20,G5,P08,15-07-2021 00:00,5999,430,316
SP02,G5,P16,15-07-2021 00:00,3430,118,132
SP14,G5,P02,15-07-2021 00:00,9373,17,1042
SP10,G5,P15,15-07-2021 00:00,2009,75,155
SP19,G5,P11,15-07-2021 00:00,973,97,41
SP14,G5,P07,16-07-2021 00:00,9037,509,323
SP13,G5,P20,16-07-2021 00:00,364,17,22
SP18,G5,P02,16-07-2021 00:00,11417,45,1269
SP07,G5,P16,16-07-2021 00:00,189,229,7
SP11,G5,P15,19-07-2021 00:00,3108,210,389
SP13,G5,P10,20-07-2021 00:00,4025,73,161
SP11,G5,P06,20-07-2021 00:00,6398,106,400
SP12,G5,P10,20-07-2021 00:00,3360,247,147
SP10,G5,P13,21-07-2021 00:00,1344,252,68
SP04,G5,P05,21-07-2021 00:00,4774,72,319
SP22,G5,P01,21-07-2021 00:00,3024,301,121
SP13,G5,P03,21-07-2021 00:00,602,126,41
SP16,G5,P20,21-07-2021 00:00,12404,192,591
SP20,G5,P02,22-07-2021 00:00,9898,110,1100
SP21,G5,P01,26-07-2021 00:00,2968,12,106
SP08,G5,P17,27-07-2021 00:00,9268,124,371
SP16,G5,P11,27-07-2021 00:00,483,48,20
SP01,G5,P19,29-07-2021 00:00,2884,258,412
SP11,G5,P14,29-07-2021 00:00,3451,256,346
SP19,G5,P21,29-07-2021 00:00,8078,136,385
SP08,G5,P14,29-07-2021 00:00,4466,230,406
SP20,G5,P17,02-08-2021 00:00,8561,196,306
